Fiscal Year,Payroll Number,Agency Name,Agency Start Date,Work Location Borough,Title Description,Leave Status as of June 30,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,OT Hours,Total OT Paid,Total Other Pay,Hourly Rate,Under Min Wage
2025,72,DEPARTMENT OF CORRECTION,7/20/2023,QUEENS,CORRECTION OFFICER,ACTIVE,59629,per Annum,2080,58332.77,902.7,39051.03,5382.97,28.04,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/23/2022,QUEENS,CORRECTION OFFICER,ACTIVE,64314,per Annum,2080,65384.55,925.82,43793.41,4448.86,31.43,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/23/2022,QUEENS,CORRECTION OFFICER,ACTIVE,64314,per Annum,1557.72,50676.24,99.63,5952.66,1862.98,32.53,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/23/2022,QUEENS,CORRECTION OFFICER,ACTIVE,64314,per Annum,1480,48139.18,627,29991.64,3569.68,32.53,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/16/2023,QUEENS,INVESTIGATOR,ACTIVE,67595,per Annum,1820,63748.45,55,2119.55,1460.77,35.03,FALSE
2025,72,DEPARTMENT OF CORRECTION,3/28/2016,QUEENS,SOCIAL WORKER,ACTIVE,68263,per Annum,1820,66034.16,0,0,5355.54,36.28,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/22/2018,QUEENS,CHAPLAIN,ACTIVE,69413,per Annum,1820,66754.04,0,0,2572.06,36.68,FALSE
2025,72,DEPARTMENT OF CORRECTION,2/13/2017,QUEENS,STAFF ANALYST,ACTIVE,69631,per Annum,1820,68962.14,20.25,771.77,23.81,37.89,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/21/2021,QUEENS,CORRECTION OFFICER,ACTIVE,70993,per Annum,2080,67172.56,416.37,21190.98,4215.78,32.29,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/14/2016,QUEENS,ASSOCIATE CORRECTIONAL COUNSELOR,ACTIVE,74902,per Annum,1820,72587.56,0,0,869.1,39.88,FALSE
2025,72,DEPARTMENT OF CORRECTION,7/9/2007,QUEENS,PROGRAM SPECIALIST  CORRECTION,ACTIVE,80362,per Annum,1865,79797.8,0,1.57,2038.32,42.79,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/13/2021,QUEENS,ASSOCIATE CORRECTIONAL COUNSELOR,ACTIVE,80362,per Annum,1820,75931.2,0,0,1732.75,41.72,FALSE
2025,72,DEPARTMENT OF CORRECTION,9/12/2022,QUEENS,PROGRAM SPECIALIST  CORRECTION,ACTIVE,81510,per Annum,1820,78991.38,1026,64042.3,7982.8,43.4,FALSE
2025,72,DEPARTMENT OF CORRECTION,2/13/2023,QUEENS,IT AUTOMATION AND MONITORING ENGINEER,ACTIVE,82154,per Annum,1820,79615.68,0,0,0,43.74,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/19/2017,QUEENS,STAFF ANALYST,ACTIVE,88943,per Annum,1702,79203.95,220.5,11217.4,0,46.54,FALSE
2025,72,DEPARTMENT OF CORRECTION,9/18/2023,QUEENS,CORRECTIONAL STANDARDS REVIEW SPECIALIST,ACTIVE,95713,per Annum,1820,92755.71,191.75,11785.79,468.68,50.96,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/14/2016,QUEENS,CAPTAIN,ACTIVE,103677,per Annum,2080,109492.39,603.75,51287.74,13530.46,52.64,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/6/2015,QUEENS,CAPTAIN,ACTIVE,103677,per Annum,2080,112713.49,89.25,11206.08,14163.89,54.19,FALSE
2025,72,DEPARTMENT OF CORRECTION,2/11/2019,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,104214.02,902.17,76944.09,16759.97,50.1,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/27/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112329.03,0,768.12,10522.38,54,FALSE
2025,72,DEPARTMENT OF CORRECTION,3/8/2007,BRONX,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113015.87,1452.62,135654.32,21736.59,54.33,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/27/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,83526.9,230.22,21910.9,12184.83,40.16,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/19/2017,BRONX,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,90899.24,283.72,26737.69,20489.46,43.7,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/19/2017,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112655.43,672.65,62262.79,19567.16,54.16,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/20/2008,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,1462.28,103930.32,19284.3,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/26/2011,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114123.88,685.25,56355.42,14358.15,54.87,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/14/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113076.32,384.25,35996.37,14321.32,54.36,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/20/2008,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,769,67441.48,16476.7,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,9/6/2012,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,107354,1203.87,102976.21,12504.42,51.61,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/27/2009,MANHATTAN,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,520.5,47361.91,19903.82,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/8/2018,BRONX,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,108147.84,311.68,29877.82,27632.15,51.99,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/3/2013,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112651.64,729.5,67357.97,18570.06,54.16,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/19/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111688.25,538,46407.68,12267.01,53.7,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/1/2000,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,1229.68,110136.95,18520.34,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/27/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113620.48,363.8,36203.33,13611.85,54.63,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/27/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,104,9441.54,13579.28,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/7/2006,MANHATTAN,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,1446.3,136811.24,21860.9,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,4/26/2012,BRONX,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114077.94,809.27,77626.98,20158.17,54.85,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/19/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113956.84,431.65,38290.21,12378.98,54.79,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/27/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,108026.98,298.73,28818.64,16370.54,51.94,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/8/2014,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,68256.97,596.48,48360.84,10399.39,32.82,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/30/2014,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,98380.21,795.9,67024.75,28680.94,47.3,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/9/2006,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111862.66,118.57,12130.12,14624.92,53.78,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/16/2013,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114165.5,1124.75,102044.48,19822.63,54.89,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/19/2017,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,103591.53,786.62,71327.14,17274.58,49.8,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/17/1982,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,79.25,7083.23,19668.88,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/19/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113774.81,776,64628.82,13299.33,54.7,FALSE
2025,72,DEPARTMENT OF CORRECTION,2/11/2019,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,104487.77,899,76308.79,13618.71,50.23,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/16/2010,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,98326.13,525.07,47800.81,14605.52,47.27,FALSE
2025,72,DEPARTMENT OF CORRECTION,2/23/2006,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,1259.33,110182.87,16137.98,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/3/2005,MANHATTAN,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113931.62,761.97,72052.61,20819.5,54.77,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/19/2017,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113163.36,426,38380.69,13265.2,54.41,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/14/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2057.15,111477.14,338.9,30862.35,12519.15,54.19,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/26/2011,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,101721.72,1521.9,132698.6,16738.62,48.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/7/2006,BROOKLYN,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,886.02,76228.19,15846.6,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/6/2015,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,905.93,76752.27,12018.52,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/6/2004,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111591.25,884.15,75707.12,16745.97,53.65,FALSE
2025,72,DEPARTMENT OF CORRECTION,3/8/2007,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,110076.16,76.28,7254.02,12564.69,52.92,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/27/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111661.62,350.48,32156.46,14882.65,53.68,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/19/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112642.51,1218.58,97895.13,13434.67,54.16,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/16/2010,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,465.25,38188.27,13017.93,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,9/26/2013,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112446.67,551.8,48167.98,12694.76,54.06,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/16/2013,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113720.97,924.98,79739.49,15743.32,54.67,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/6/2015,BRONX,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114182.41,761.75,67413.71,18640.69,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,4/12/2007,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113714.04,1235.92,112654.12,22404.57,54.67,FALSE
2025,72,DEPARTMENT OF CORRECTION,4/26/2012,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114187.04,758.67,62555.52,14622.54,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/8/2018,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,109852.7,525.72,52166.48,21792.54,52.81,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/16/2010,MANHATTAN,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114182.41,820.4,69401.94,12201.84,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,4/26/2012,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112896.06,790.9,75132.65,19937.71,54.28,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/6/2015,MANHATTAN,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113945.05,306.97,26015.46,18118.24,54.78,FALSE
2025,72,DEPARTMENT OF CORRECTION,9/26/2013,BRONX,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114194.63,1115.5,97315.72,14067.82,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/14/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114182.41,574.22,50356.01,12130.18,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/19/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113906.34,945.67,85576.47,17392.66,54.76,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/25/2011,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114188.8,476.92,40017.09,12755.19,54.9,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/8/2018,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111747.44,17,3190.23,13639.46,53.72,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/16/2010,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,105974.03,614.52,57197.3,19918.37,50.95,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/5/2009,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,110662.95,548.02,46084.74,12682.58,53.2,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/19/2016,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,112713.63,692.77,56638.46,12402.25,54.19,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/6/2015,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,114032.29,327.57,30901.85,16258.87,54.82,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/27/2009,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,99372.08,1221,102099.19,9152.81,47.78,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/29/2006,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,108661.61,193.5,17849.74,14469.6,52.24,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/7/2009,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111745.61,795.05,72185.24,21805.29,53.72,FALSE
2025,72,DEPARTMENT OF CORRECTION,9/6/2012,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113040.77,107,11323.47,12358.84,54.35,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/6/2015,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,113779.8,730.5,61625.54,15572.42,54.7,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/16/2004,QUEENS,CORRECTION OFFICER,ACTIVE,105146,per Annum,2080,111011.27,451.02,43519.13,21627.91,53.37,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/30/2023,QUEENS,AGENCY ATTORNEY,ACTIVE,105165,per Annum,1820,102568.82,0,0,15013.55,56.36,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/21/2015,QUEENS,DIRECTOR OF CORRECTIONAL STANDARDS REVIEW,ACTIVE,107380,per Annum,1820,103209.6,0,0,41.25,56.71,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/16/2005,QUEENS,CASE MANAGEMENT NURSE,ACTIVE,112155,per Annum,1820,111151.48,36.75,3200.13,19915.05,61.07,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/20/2008,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,119147.59,660,69941.63,20340.92,57.28,FALSE
2025,72,DEPARTMENT OF CORRECTION,2/28/2008,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,126136.3,134.5,14384.03,24339.76,60.64,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/27/2009,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,110175.58,827.5,87532.48,20560.99,52.97,FALSE
2025,72,DEPARTMENT OF CORRECTION,8/27/2009,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,127873.55,594,63868.84,26499.69,61.48,FALSE
2025,72,DEPARTMENT OF CORRECTION,3/5/2015,BRONX,CAPTAIN,ACTIVE,130260,per Annum,2080,123632.33,834.75,84313.72,16751.36,59.44,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/29/2006,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,127873.55,816.5,79918.75,15648.27,61.48,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/20/2008,BROOKLYN,CAPTAIN,ACTIVE,130260,per Annum,2080,127873.55,1053.75,105565.73,16034.75,61.48,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/16/2010,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,118961.27,887.75,94637.77,20129.11,57.19,FALSE
2025,72,DEPARTMENT OF CORRECTION,4/26/2012,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,123417.47,748.25,79089.68,23608.17,59.34,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/26/2008,MANHATTAN,CAPTAIN,ACTIVE,130260,per Annum,2080,127873.55,1379.75,136130.38,15451.63,61.48,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/3/2013,BRONX,CAPTAIN,ACTIVE,130260,per Annum,2080,127341.66,794.75,77103.05,17389.95,61.22,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/11/2001,MANHATTAN,CAPTAIN,ACTIVE,130260,per Annum,2080,127873.55,2326.75,232420.78,25766.83,61.48,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/1/2007,BRONX,CAPTAIN,ACTIVE,130260,per Annum,2080,123969.17,307.5,31116.72,14975.68,59.6,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/3/2005,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,118230.07,799.25,80550.94,19734.89,56.84,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/20/2008,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,122987.2,310,30885.79,19044.69,59.13,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/9/2005,BRONX,CAPTAIN,ACTIVE,130260,per Annum,2080,127873.55,1488.48,150669.22,17375.01,61.48,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/6/2002,QUEENS,CAPTAIN,ACTIVE,130260,per Annum,2080,127110.3,527.75,52413.29,20556.79,61.11,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/2/2015,QUEENS,ADMINISTRATIVE PROCUREMENT ANALYST-NON-MGRL,ACTIVE,138083,per Annum,1820,134934.19,0,0,57.55,74.14,FALSE
2025,72,DEPARTMENT OF CORRECTION,7/11/2016,QUEENS,ADMINISTRATIVE STAFF ANALYST,ACTIVE,140987,per Annum,1820,139619.01,0,0,3185.41,76.71,FALSE
2025,72,DEPARTMENT OF CORRECTION,3/1/2011,QUEENS,ADMINISTRATIVE STAFF ANALYST,ACTIVE,148000,per Annum,1820,122940.66,0,0,6831.83,67.55,FALSE
2025,72,DEPARTMENT OF CORRECTION,6/29/2006,QUEENS,WARDEN-DEPUTY WARDEN TED < 11/1/92,ACTIVE,154716,per Annum,2080,155069.57,0,0,23446.51,74.55,FALSE
2025,72,DEPARTMENT OF CORRECTION,12/30/2013,QUEENS,ADMINISTRATIVE STAFF ANALYST,ACTIVE,155104,per Annum,1820,149845.63,0,0,492.46,82.33,FALSE
2025,72,DEPARTMENT OF CORRECTION,11/3/2005,QUEENS,WARDEN,ACTIVE,223972,per Annum,2080,191266.79,0,0,18561.71,91.96,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/8/2021,MANHATTAN,COMMUNITY ASSISTANT,ACTIVE,43353,per Annum,1820,42013.24,1,34.47,8.75,23.08,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,5/23/2010,MANHATTAN,COMMUNITY ASSISTANT,ACTIVE,48952,per Annum,1820,47417.28,29,1070.08,797.6,26.05,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/1/1998,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,49345,per Annum,1820,47798.43,231.5,7446.48,5696.52,26.26,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,2/14/2023,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1750,35941.93,26.5,1082.26,2116,20.54,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,5/15/2016,MANHATTAN,CUSTOMER INFORMATION REPRESENTATIVE MA L 1549,ACTIVE,51094,per Annum,1820,49515.6,0,0,788.39,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/9/2017,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,49515.6,68.25,2319.41,83,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,12/6/2021,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,49515.6,5.25,213.31,84,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/3/2010,BRONX,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1750,41412.73,0,0,2066,23.66,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/13/2016,QUEENS,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,49515.6,199.25,8012.19,2248,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/1/2021,QUEENS,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,980,26661.38,0,0,0,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/2/2014,QUEENS,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,49515.6,53,2153.35,2132,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,2/26/2019,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,49515.6,7.5,101.57,2024.75,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/7/2023,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,48579.44,0,0,0,26.69,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/17/2021,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,49515.6,15.25,396.71,2082.5,27.21,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/3/2022,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51094,per Annum,1820,48454.92,1.25,50.79,0,26.62,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,3/15/1989,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,51348,per Annum,1820,48387.7,0,0,817.08,26.59,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/2/1987,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,51928,per Annum,1820,50300.97,0,0,5696.52,27.64,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/7/2003,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,52423,per Annum,1820,50781.19,5.25,222.19,880.1,27.9,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/8/2009,BRONX,COMMUNITY ASSOCIATE,ACTIVE,53789,per Annum,1820,52104.9,16.5,716.25,2855.35,28.63,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/5/2012,MANHATTAN,SCHOOL COMPUTER TECHNOLOGY SPECIALIST,ACTIVE,54408,per Annum,1820,52726.71,884,39309.92,5553.12,28.97,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/24/2021,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,54671,per Annum,1820,50451.87,17,699.84,2074.25,27.72,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/17/2016,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,54671,per Annum,1820,52981.78,8.25,358.65,2140.75,29.11,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/21/2021,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,55864,per Annum,1820,54138.49,22.25,988.39,2099.5,29.75,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/4/2019,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,56023,per Annum,1820,54292.62,415.25,16198.84,57.75,29.83,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/7/2024,QUEENS,SCHOOL COMPUTER TECHNOLOGY SPECIALIST,ACTIVE,56040,per Annum,1820,51905.57,3,92.02,60.25,28.52,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/30/2009,MANHATTAN,SCHOOL FOOD SERVICE MANAGER,ACTIVE,57142,per Annum,1820,54907.2,0,0,-2394.56,30.17,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,7/15/2018,MANHATTAN,SCHOOL FOOD SERVICE MANAGER,ACTIVE,57142,per Annum,1749,50012.99,39.5,596.49,100,28.6,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,12/12/2021,MANHATTAN,BOOKKEEPER,ACTIVE,57953,per Annum,1820,56162.61,32.5,1000.18,613.14,30.86,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/1/2017,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,58491,per Annum,1820,56684.04,10.5,489.71,2000,31.15,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/7/2011,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,59291,per Annum,1820,57459.4,1.75,82.51,2057.75,31.57,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,5/22/2006,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,59330,per Annum,1820,57474.15,5.5,262.97,2822.85,31.58,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/20/2003,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,59334,per Annum,1750,53017.82,3.25,155.41,2785.53,30.3,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,4/22/2018,MANHATTAN,TELECOMMUNICATIONS ASSOCIATE,ACTIVE,60265,per Annum,1820,41383.17,0,0,3927.7,22.74,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/20/2003,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,60789,per Annum,1820,58888.05,2,97.95,2830.6,32.36,FALSE
